Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2008","2008","1000 An","2563351","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2009","2009","1000 An","2586034","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2010","2010","1000 An","2673345","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2011","2011","1000 An","2772860","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2012","2012","1000 An","2890278","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2013","2013","1000 An","2870069","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2014","2014","1000 An","2807726","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2015","2015","1000 An","2925887","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2016","2016","1000 An","2988500","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2017","2017","1000 An","3086368","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2018","2018","1000 An","3159924","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2019","2019","1000 An","3218871","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2020","2020","1000 An","3311580","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2021","2021","1000 An","3344260","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2022","2022","1000 An","4126176","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2023","2023","1000 An","4188010","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1961","1961","1000 An","44488","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1962","1962","1000 An","46795","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1963","1963","1000 An","46957","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1964","1964","1000 An","49962","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1965","1965","1000 An","54319","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1966","1966","1000 An","56055","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1967","1967","1000 An","60017","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1968","1968","1000 An","64517","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1969","1969","1000 An","63131","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1970","1970","1000 An","67737","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1971","1971","1000 An","74618","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1972","1972","1000 An","69637","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1973","1973","1000 An","71101","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1974","1974","1000 An","70990","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1975","1975","1000 An","74563","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1976","1976","1000 An","73413","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1977","1977","1000 An","75473","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1978","1978","1000 An","80459","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1979","1979","1000 An","82214","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1980","1980","1000 An","83536","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1981","1981","1000 An","86164","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1982","1982","1000 An","90307","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1983","1983","1000 An","93742","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1984","1984","1000 An","95548","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1985","1985","1000 An","95260","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1986","1986","1000 An","106267","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1987","1987","1000 An","118422","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1988","1988","1000 An","151673","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1989","1989","1000 An","158217","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1990","1990","1000 An","179602","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1991","1991","1000 An","216156","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1992","1992","1000 An","234131","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1993","1993","1000 An","260947","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1994","1994","1000 An","276928","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1995","1995","1000 An","380611","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1996","1996","1000 An","389129","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1997","1997","1000 An","423250","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1998","1998","1000 An","460072","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","1999","1999","1000 An","476404","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2000","2000","1000 An","484062","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2001","2001","1000 An","482124","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2002","2002","1000 An","470781","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2003","2003","1000 An","488073","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2004","2004","1000 An","495365","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2005","2005","1000 An","530756","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2006","2006","1000 An","524644","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2007","2007","1000 An","575381","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2008","2008","1000 An","589671","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2009","2009","1000 An","622261","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2010","2010","1000 An","635652","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2011","2011","1000 An","655334","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2012","2012","1000 An","697428","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2013","2013","1000 An","688562","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2014","2014","1000 An","699482","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2015","2015","1000 An","643351","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2016","2016","1000 An","662238","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2017","2017","1000 An","699919","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2018","2018","1000 An","752220","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2019","2019","1000 An","750146","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2020","2020","1000 An","770088","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2021","2021","1000 An","768258","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2022","2022","1000 An","778593","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2023","2023","1000 An","788804","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1961","1961","An","102891045","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1962","1962","An","104599399","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1963","1963","An","105212726","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1964","1964","An","106656915","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1965","1965","An","108952198","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1966","1966","An","111454323","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1967","1967","An","112765208","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1968","1968","An","114653615","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1969","1969","An","117233384","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1970","1970","An","118784104","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1971","1971","An","122078134","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1972","1972","An","125227351","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1973","1973","An","128235140","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1974","1974","An","130801557","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1975","1975","An","135948127","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1976","1976","An","138196249","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1977","1977","An","142386285","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1978","1978","An","148694256","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1979","1979","An","152644160","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1980","1980","An","156677108","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1981","1981","An","162033493","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1982","1982","An","164026370","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1983","1983","An","170487493","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1984","1984","An","175066434","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1985","1985","An","180702469","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1986","1986","An","186217427","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1987","1987","An","202238652","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1988","1988","An","208195384","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1989","1989","An","219738211","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1990","1990","An","228829934","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1991","1991","An","228018338","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1992","1992","An","236616952","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1993","1993","An","240707143","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1994","1994","An","248383358","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1995","1995","An","266273383","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1996","1996","An","259733903","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1997","1997","An","276091605","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1998","1998","An","292374723","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","1999","1999","An","308137665","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2000","2000","An","308148328","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2001","2001","An","310862780","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2002","2002","An","312564225","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2003","2003","An","329085308","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2004","2004","An","351384833","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2005","2005","An","362781570","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2006","2006","An","363014005","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2007","2007","An","368574058","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2008","2008","An","380364592","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2009","2009","An","399464529","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2010","2010","An","409741997","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2011","2011","An","414464218","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2012","2012","An","418099606","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2013","2013","An","449984520","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2014","2014","An","465230313","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2015","2015","An","477697872","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2016","2016","An","493712438","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2017","2017","An","484912507","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2018","2018","An","494797094","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2019","2019","An","515605758","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2020","2020","An","524963316","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2021","2021","An","536562035","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2022","2022","An","550238936","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2023","2023","An","543794638","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1961","1961","An","376334202","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1962","1962","An","400583951","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1963","1963","An","438282913","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1964","1964","An","453679797","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1965","1965","An","491699985","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1966","1966","An","507104383","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1967","1967","An","525590831","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1968","1968","An","528894426","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1969","1969","An","518370701","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1970","1970","An","537183242","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1971","1971","An","595036167","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1972","1972","An","617749308","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1973","1973","An","614740832","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1974","1974","An","630804364","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1975","1975","An","627314245","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1976","1976","An","621676329","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1977","1977","An","643601384","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1978","1978","An","665104795","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1979","1979","An","721661828","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1980","1980","An","756280931","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1981","1981","An","749193657","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1982","1982","An","744691410","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1983","1983","An","770624880","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1984","1984","An","791165598","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1985","1985","An","815476372","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1986","1986","An","836556183","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1987","1987","An","856263821","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1988","1988","An","884914627","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1989","1989","An","901793409","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1990","1990","An","917393400","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1991","1991","An","918759103","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1992","1992","An","940970149","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1993","1993","An","960537402","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1994","1994","An","986314001","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1995","1995","An","995116335","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1996","1996","An","994495702","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1997","1997","An","992747492","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","1998","1998","An","1050062093","E","Estimated value",""
